district,chiefdom,phu,facility_type,community,population_2023
Kono District,Gbane Chiefdom,Gandorhun (Gbane) CHC,CHC,,
Kono District,Gbane Chiefdom,Kanekor MCHP,MCHP,,
Kono District,Gbane Chiefdom,Kuangor MCHP,MCHP,,
Kono District,Gbane Chiefdom,Mbaoma (Gbane) CHP,CHP,,
Kono District,Gbane Chiefdom,Sunga MCHP,MCHP,,
Kono District,Gbane Kandor Chiefdom,Koardu CHC,CHC,,
Kono District,Gbane Kandor Chiefdom,Sindadu MCHP,MCHP,,
Kono District,Gbense Chiefdom,Boroma CHP,CHP,,
Kono District,Gbense Chiefdom,Gbangadu MCHP,MCHP,,
Kono District,Gbense Chiefdom,Koakor MCHP,MCHP,,
Kono District,Gbense Chiefdom,Musa and Family CHC,CHC,,
Kono District,Gbense Chiefdom,Quidadu MCHP,MCHP,,
Kono District,Gbense Chiefdom,Small Sefadu CHP,CHP,,
Kono District,Gorama Kono Chiefdom,Bunabu CHP,CHP,,
Kono District,Gorama Kono Chiefdom,Kangama (Gorama Kono) CHC,CHC,,
Kono District,Gorama Kono Chiefdom,Njagbwema (Gorama Kono) CHP,CHP,,
Kono District,Gorama Kono Chiefdom,Torkpumbu MCHP,MCHP,,
Kono District,Kamara Chiefdom,Peyima CHP,CHP,,
Kono District,Kamara Chiefdom,Samiquidu MCHP,MCHP,,
Kono District,Kamara Chiefdom,Sukudu (Kamara) CHP,CHP,,
Kono District,Kamara Chiefdom,Tombodu CHC,CHC,,
Kono District,Koidu New Sembehun City,Adama Martha Memorial CHC,CHC,,
Kono District,Koidu New Sembehun City,Kamadu CHP,CHP,,
Kono District,Koidu New Sembehun City,Kensay CHP,CHP,,
Kono District,Koidu New Sembehun City,Kimbadu CHC,CHC,,
Kono District,Koidu New Sembehun City,Kissi Bona CHP,CHP,,
Kono District,Koidu New Sembehun City,Koakoyima CHC,CHC,,
Kono District,Koidu New Sembehun City,Koeyor CHP,CHP,,
Kono District,Koidu New Sembehun City,Koidu Static CHC,CHC,,
Kono District,Koidu New Sembehun City,Koidu Static CHP,CHP,,
Kono District,Koidu New Sembehun City,Simbakoro MCHP,MCHP,,
Kono District,Koidu New Sembehun City,Small Sefadu CHP,CHP,,
Kono District,Lei Chiefdom,Foakor MCHP,MCHP,,
Kono District,Lei Chiefdom,Gbongongor MCHP,MCHP,,
Kono District,Lei Chiefdom,Kenewa MCHP,MCHP,,
Kono District,Lei Chiefdom,Koima (Lei) MCHP,MCHP,,
Kono District,Lei Chiefdom,Komba Yendeh CHC,CHC,,
Kono District,Lei Chiefdom,Kongoifeh CHP,CHP,,
Kono District,Lei Chiefdom,Kulunbaya CHP,CHP,,
Kono District,Lei Chiefdom,Kunundu MCHP,MCHP,,
Kono District,Lei Chiefdom,Saiama (Lei) CHP,CHP,,
Kono District,Mafindor Chiefdom,Kamiendor CHC,CHC,,
Kono District,Mafindor Chiefdom,Kamiendor MCHP,MCHP,,
Kono District,Mafindor Chiefdom,Koindu-Kuteh MCHP,MCHP,,
Kono District,Mafindor Chiefdom,Sambaya (Mafindor) CHP,CHP,,
Kono District,Nimikoro Chiefdom,Bumpeh (Nimikoro) CHC,CHC,,
Kono District,Nimikoro Chiefdom,Bumpeh (Nimikoro) CHP,CHP,,
Kono District,Nimikoro Chiefdom,Gondama (Nimikoro) MCHP,MCHP,,
Kono District,Nimikoro Chiefdom,Jaiama CHC,CHC,,
Kono District,Nimikoro Chiefdom,Mansundu (Nimikoro) MCHP,MCHP,,
Kono District,Nimikoro Chiefdom,Motema CHC,CHC,,
Kono District,Nimikoro Chiefdom,Ngaiya MCHP,MCHP,,
Kono District,Nimikoro Chiefdom,Njagbwema (Nimikoro) CHC,CHC,,
Kono District,Nimikoro Chiefdom,Njagbwema (Nimikoro) CHP,CHP,,
Kono District,Nimikoro Chiefdom,Njala (Nimikoro) CHC,CHC,,
Kono District,Nimikoro Chiefdom,Seidu MCHP,MCHP,,
Kono District,Nimikoro Chiefdom,Senjekoro MCHP,MCHP,,
Kono District,Nimikoro Chiefdom,Tongorma MCHP,MCHP,,
Kono District,Nimikoro Chiefdom,Yengema (Nimikoro) CHC,CHC,,
Kono District,Nimiyama Chiefdom,Condama CHP,CHP,,
Kono District,Nimiyama Chiefdom,Jaiama Sewafe CHC,CHC,,
Kono District,Nimiyama Chiefdom,Massabendu MCHP,MCHP,,
Kono District,Nimiyama Chiefdom,Ngo Town CHP,CHP,,
Kono District,Nimiyama Chiefdom,Peya MCHP,MCHP,,
Kono District,Nimiyama Chiefdom,Sandia (Nimiyama) MCHP,MCHP,,
Kono District,Nimiyama Chiefdom,Walihun (Nimiyama) MCHP,MCHP,,
Kono District,Sandor Chiefdom,Bangambaya CHP,CHP,,
Kono District,Sandor Chiefdom,Dunamor CHP,CHP,,
Kono District,Sandor Chiefdom,Fabandu MCHP,MCHP,,
Kono District,Sandor Chiefdom,Fanema MCHP,MCHP,,
Kono District,Sandor Chiefdom,Fensedu MCHP,MCHP,,
Kono District,Sandor Chiefdom,Gbambiadu MCHP,MCHP,,
Kono District,Sandor Chiefdom,Gbeya MCHP,MCHP,,
Kono District,Sandor Chiefdom,Kayima CHC,CHC,,
Kono District,Sandor Chiefdom,Kochero MCHP,MCHP,,
Kono District,Sandor Chiefdom,Koima (Sandor) MCHP,MCHP,,
Kono District,Sandor Chiefdom,Kondeya (Sandor) MCHP,MCHP,,
Kono District,Sandor Chiefdom,Mansundu (Sandor) MCHP,MCHP,,
Kono District,Sandor Chiefdom,Samandu MCHP,MCHP,,
Kono District,Sandor Chiefdom,Seidu Sandor MCHP,MCHP,,
Kono District,Sandor Chiefdom,Taiya MCHP,MCHP,,
Kono District,Sandor Chiefdom,Tefeya CHC,CHC,,
Kono District,Sandor Chiefdom,Tefeya CHP,CHP,,
Kono District,Sandor Chiefdom,Wordu CHP,CHP,,
Kono District,Sandor Chiefdom,Yardu CHC,CHC,,
Kono District,Sandor Chiefdom,Yardu MCHP,MCHP,,
Kono District,Sandor Chiefdom,Yengema Sandor CHP,CHP,,
Kono District,Sandor Chiefdom,Yormandu CHC,CHC,,
Kono District,Soa Chiefdom,Bandasuma (Soa) MCHP,MCHP,,
Kono District,Soa Chiefdom,Feuror MCHP,MCHP,,
Kono District,Soa Chiefdom,Foindu Mongor CHP,CHP,,
Kono District,Soa Chiefdom,Gbamandu MCHP,MCHP,,
Kono District,Soa Chiefdom,Kainkordu CHC,CHC,,
Kono District,Soa Chiefdom,Kainkordu CHP,CHP,,
Kono District,Soa Chiefdom,Kamindu MCHP,MCHP,,
Kono District,Soa Chiefdom,Manjama CHC,CHC,,
Kono District,Soa Chiefdom,Manjama MCHP,MCHP,,
Kono District,Soa Chiefdom,Semendu MCHP,MCHP,,
Kono District,Soa Chiefdom,Sukudu (Soa) MCHP,MCHP,,
Kono District,Tankoro Chiefdom,Adama Marth Memorial CHC,CHC,,
Kono District,Tankoro Chiefdom,Baiama CHC,CHC,,
Kono District,Tankoro Chiefdom,Kensay CHP,CHP,,
Kono District,Tankoro Chiefdom,Kimbadu CHC,CHC,,
Kono District,Tankoro Chiefdom,Kissi Bona CHP,CHP,,
Kono District,Tankoro Chiefdom,Koakoyima CHC,CHC,,
Kono District,Tankoro Chiefdom,Koyadu CHC,CHC,,
Kono District,Tankoro Chiefdom,Tongoro MCHP,MCHP,,
Kono District,Tankoro Chiefdom,Woama CHP,CHP,,
Kono District,Toli Chiefdom,Kondewakoro MCHP,MCHP,,
Kono District,Toli Chiefdom,Kpetema (Toli) MCHP,MCHP,,
Moyamba District,Bagruwa Chiefdom,Benkeh MCHP,MCHP,,
Moyamba District,Bagruwa Chiefdom,Kawaya CHP,CHP,,
Moyamba District,Bagruwa Chiefdom,Mokassie CHP,CHP,,
Moyamba District,Bagruwa Chiefdom,Mosenegor MCHP,MCHP,,
Moyamba District,Bagruwa Chiefdom,Ngiebu CHC,CHC,,
Moyamba District,Bagruwa Chiefdom,Sembehun (Bagruwa) CHC,CHC,,
Moyamba District,Bagruwa Chiefdom,Sembehunwo MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Belletin CHP,CHP,,
Moyamba District,Bumpeh Chiefdom,Bumpeh River CHP,CHP,,
Moyamba District,Bumpeh Chiefdom,Mende Town MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Moforay MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Mokaiyegbeh MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Mosella CHP,CHP,,
Moyamba District,Bumpeh Chiefdom,Motorbong MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Moyeamoh CHP,CHP,,
Moyamba District,Bumpeh Chiefdom,Rotifunk CHC,CHC,,
Moyamba District,Bumpeh Chiefdom,Sahun (Bumpeh) MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Samu CHP,CHP,,
Moyamba District,Bumpeh Chiefdom,Seweima MCHP,MCHP,,
Moyamba District,Bumpeh Chiefdom,Yenkessa MCHP,MCHP,,
Moyamba District,Dasse Chiefdom,Bambuibu Tommy MCHP,MCHP,,
Moyamba District,Dasse Chiefdom,Hope Rising CHP,CHP,,
Moyamba District,Dasse Chiefdom,Kabaima MCHP,MCHP,,
Moyamba District,Dasse Chiefdom,Kenema Gbandoma MCHP,MCHP,,
Moyamba District,Dasse Chiefdom,Mano (Dasse) CHC,CHC,,
Moyamba District,Dasse Chiefdom,Mogbaske CHP,CHP,,
Moyamba District,Dasse Chiefdom,Taninihun Kapuima MCHP,MCHP,,
Moyamba District,Fakunya Chiefdom,Falaba MCHP,MCHP,,
Moyamba District,Fakunya Chiefdom,Gandorhun (Fakunya) CHC,CHC,,
Moyamba District,Fakunya Chiefdom,Mokalley MCHP,MCHP,,
Moyamba District,Fakunya Chiefdom,Mokorewa MCHP,MCHP,,
Moyamba District,Fakunya Chiefdom,Moyamba Junction CHC,CHC,,
Moyamba District,Fakunya Chiefdom,Moyollo MCHP,MCHP,,
Moyamba District,Fakunya Chiefdom,Njagbahun (Fakunya) MCHP,MCHP,,
Moyamba District,Fakunya Chiefdom,Rotawa CHP,CHP,,
Moyamba District,Kaiyamba Chiefdom,Gbonjeima MCHP,MCHP,,
Moyamba District,Kaiyamba Chiefdom,Kangahun CHC,CHC,,
Moyamba District,Kaiyamba Chiefdom,Komende (Kaiyamba) MCHP,MCHP,,
Moyamba District,Kaiyamba Chiefdom,Korgbotuma MCHP,MCHP,,
Moyamba District,Kaiyamba Chiefdom,Levuma (Kaiyamba) MCHP,MCHP,,
Moyamba District,Kaiyamba Chiefdom,Moyamba Static 1 CHP,CHP,,
Moyamba District,Kaiyamba Chiefdom,Moyamba Static 2 CHC,CHC,,
Moyamba District,Kaiyamba Chiefdom,Salina CHP,CHP,,
Moyamba District,Kaiyamba Chiefdom,Yoyema MCHP,MCHP,,
Moyamba District,Kamajei Chiefdom,Gondama (Kamajei) CHP,CHP,,
Moyamba District,Kamajei Chiefdom,Joyah MCHP,MCHP,,
Moyamba District,Kamajei Chiefdom,Mogbuama MCHP,MCHP,,
Moyamba District,Kamajei Chiefdom,Senehun (Kamajei) CHC,CHC,,
Moyamba District,Kargboro Chiefdom,Bumpetoke (Kargboro) CHP,CHP,,
Moyamba District,Kargboro Chiefdom,Mokaisumana CHP,CHP,,
Moyamba District,Kargboro Chiefdom,Mokandoh CHP,CHP,,
Moyamba District,Kargboro Chiefdom,Mokobo MCHP,MCHP,,
Moyamba District,Kargboro Chiefdom,Mokonbetty MCHP,MCHP,,
Moyamba District,Kargboro Chiefdom,Mopailleh MCHP,MCHP,,
Moyamba District,Kargboro Chiefdom,Ngeihun (Kargboro) MCHP,MCHP,,
Moyamba District,Kargboro Chiefdom,Plaintain Island MCHP,MCHP,,
Moyamba District,Kargboro Chiefdom,Shenge CHC,CHC,,
Moyamba District,Kargboro Chiefdom,Yorgbofore CHC,CHC,,
Moyamba District,Kargboro Chiefdom,Yorgbofore MCHP,MCHP,,
Moyamba District,Kargboro Chiefdom,Youndu CHP,CHP,,
Moyamba District,Kongbora Chiefdom,Bauya (Kongbora) CHC,CHC,,
Moyamba District,Kongbora Chiefdom,Lawana (Kongbora) MCHP,MCHP,,
Moyamba District,Kongbora Chiefdom,Levuma Nyomeh CHP,CHP,,
Moyamba District,Kongbora Chiefdom,Magbenka CHP,CHP,,
Moyamba District,Kongbora Chiefdom,Taninihun Mboka MCHP,MCHP,,
Moyamba District,Kori Chiefdom,Bai Largo MCHP,MCHP,,
Moyamba District,Kori Chiefdom,Fogbo (Kori) CHP,CHP,,
Moyamba District,Kori Chiefdom,Gbuihun MCHP,MCHP,,
Moyamba District,Kori Chiefdom,Judy Smith CHP,CHP,,
Moyamba District,Kori Chiefdom,Juma MCHP,MCHP,,
Moyamba District,Kori Chiefdom,Konda CHP,CHP,,
Moyamba District,Kori Chiefdom,Manjeihun MCHP,MCHP,,
Moyamba District,Kori Chiefdom,Mosongo MCHP,MCHP,,
Moyamba District,Kori Chiefdom,Njala (Kori) CHC,CHC,,
Moyamba District,Kori Chiefdom,Taiama (Kori) CHC,CHC,,
Moyamba District,Kori Chiefdom,United Methodist Church Taiama CHP,CHP,,
Moyamba District,Kori Chiefdom,Waiima (Kori) MCHP,MCHP,,
Moyamba District,Kowa Chiefdom,Bendu (Kowa) MCHP,MCHP,,
Moyamba District,Kowa Chiefdom,Mofombo MCHP,MCHP,,
Moyamba District,Kowa Chiefdom,Njama (Kowa) CHC,CHC,,
Moyamba District,Kowa Chiefdom,Tabe MCHP,MCHP,,
Moyamba District,Lower Banta Chiefdom,Gbangbatoke CHC,CHC,,
Moyamba District,Lower Banta Chiefdom,Kanga (Lower Banta) MCHP,MCHP,,
Moyamba District,Lower Banta Chiefdom,Mokanji CHC,CHC,,
Moyamba District,Lower Banta Chiefdom,Mokotawa CHP,CHP,,
Moyamba District,Lower Banta Chiefdom,Moriba Town (Lower Banta) CHC,CHC,,
Moyamba District,Lower Banta Chiefdom,Moriba Town (Lower Banta) CHP,CHP,,
Moyamba District,Lower Banta Chiefdom,Mosenesie Junction CHP,CHP,,
Moyamba District,Lower Banta Chiefdom,Njagbahun (Lower Banta) MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Bradford CHC,CHC,,
Moyamba District,Ribbi Chiefdom,Ferry CHP,CHP,,
Moyamba District,Ribbi Chiefdom,Mabang (Ribbi) MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Mogbongisseh MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Mokorbu MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Motoni CHC,CHC,,
Moyamba District,Ribbi Chiefdom,Motoni MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Motonkoh MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Rokolor MCHP,MCHP,,
Moyamba District,Ribbi Chiefdom,Suen CHP,CHP,,
Moyamba District,Timdale Chiefdom,Bomotoke CHC,CHC,,
Moyamba District,Timdale Chiefdom,Mokaiyamba MCHP,MCHP,,
Moyamba District,Timdale Chiefdom,Mokpanabom MCHP,MCHP,,
Moyamba District,Timdale Chiefdom,Mosagbeh MCHP,MCHP,,
Moyamba District,Timdale Chiefdom,Mosanda CHP,CHP,,
Moyamba District,Upper Banta Chiefdom,Children of the Nation Ngolala CHP,CHP,,
Moyamba District,Upper Banta Chiefdom,Gondama (Upper Banta) MCHP,MCHP,,
Moyamba District,Upper Banta Chiefdom,Modonkor CHP,CHP,,
Moyamba District,Upper Banta Chiefdom,Mogomgbe MCHP,MCHP,,
Moyamba District,Upper Banta Chiefdom,Mokelleh CHC,CHC,,
Port Loko District,Bake-Loko Chiefdom,Gbonkoh Kereneh MCHP,MCHP,,
Port Loko District,Bake-Loko Chiefdom,Kamaranka Under Fives CHP,CHP,,
Port Loko District,Bake-Loko Chiefdom,Malal CHP,CHP,,
Port Loko District,Bake-Loko Chiefdom,Sierra Leone Church Maforki CHP,CHP,,
Port Loko District,Bureh Chiefdom,Bureh MCHP,MCHP,,
Port Loko District,Bureh Chiefdom,Kalangba (Bureh) MCHP,MCHP,,
Port Loko District,Bureh Chiefdom,Mange CHC,CHC,,
Port Loko District,Bureh Chiefdom,Masseseh MCHP,MCHP,,
Port Loko District,Kaffu Bullom Chiefdom,Conakry Dee CHC,CHC,,
Port Loko District,Kaffu Bullom Chiefdom,Evans CHC,CHC,,
Port Loko District,Kaffu Bullom Chiefdom,Gbaneh Bana CHP,CHP,,
Port Loko District,Kaffu Bullom Chiefdom,Gbaneh Lol MCHP,MCHP,,
Port Loko District,Kaffu Bullom Chiefdom,Kasongha CHP,CHP,,
Port Loko District,Kaffu Bullom Chiefdom,Lungi Under Fives CHP,CHP,,
Port Loko District,Kaffu Bullom Chiefdom,Mahera CHC,CHC,,
Port Loko District,Kaffu Bullom Chiefdom,Mamankie MCHP,MCHP,,
Port Loko District,Kaffu Bullom Chiefdom,Mkamsondo MCHP,MCHP,,
Port Loko District,Kaffu Bullom Chiefdom,Modia CHC,CHC,,
Port Loko District,Kaffu Bullom Chiefdom,St John of God CHP,CHP,,
Port Loko District,Kaffu Bullom Chiefdom,Tagrin CHC,CHC,,
Port Loko District,Kaffu Bullom Chiefdom,Yongoro CHC,CHC,,
Port Loko District,Kamasondo Chiefdom,Benkia MCHP,MCHP,,
Port Loko District,Kamasondo Chiefdom,Bundulai MCHP,MCHP,,
Port Loko District,Kamasondo Chiefdom,Katongha MCHP,MCHP,,
Port Loko District,Kamasondo Chiefdom,Konta Wallah CHC,CHC,,
Port Loko District,Kamasondo Chiefdom,Malap CHP,CHP,,
Port Loko District,Kamasondo Chiefdom,Mana 2 CHP,CHP,,
Port Loko District,Kamasondo Chiefdom,Mapillah MCHP,MCHP,,
Port Loko District,Kamasondo Chiefdom,Pepel CHC,CHC,,
Port Loko District,Kasseh Chiefdom,Barmoi CHP,CHP,,
Port Loko District,Kasseh Chiefdom,Kagbantama CHP,CHP,,
Port Loko District,Kasseh Chiefdom,Kawengha MCHP,MCHP,,
Port Loko District,Kasseh Chiefdom,Rogballan (Kasseh) MCHP,MCHP,,
Port Loko District,Kasseh Chiefdom,Romeni MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Kissy Koya MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Komrabai Ngolla CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Kurankoh CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,M'baimba Adama MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Mabora MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Magbeni MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Makalie MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Makarankay CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Makiteh (Koya) CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Malenki MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Masiaka (Koya) CHC,CHC,,
Port Loko District,Koya (Port Loko) Chiefdom,Masumana CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Mawoma MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Mile 38 CHC,CHC,,
Port Loko District,Koya (Port Loko) Chiefdom,Rofoindu CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Rokon MCHP,MCHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Sumbuya (Koya) CHP,CHP,,
Port Loko District,Koya (Port Loko) Chiefdom,Warima (Koya) MCHP,MCHP,,
Port Loko District,Lokomasama Chiefdom,Babara CHC,CHC,,
Port Loko District,Lokomasama Chiefdom,Bailor CHP,CHP,,
Port Loko District,Lokomasama Chiefdom,Gbainty Wallah CHP,CHP,,
Port Loko District,Lokomasama Chiefdom,Kalangba (Lokomasama) MCHP,MCHP,,
Port Loko District,Lokomasama Chiefdom,Kargbulor CHP,CHP,,
Port Loko District,Lokomasama Chiefdom,Masulamani CHP,CHP,,
Port Loko District,Lokomasama Chiefdom,Mathen MCHP,MCHP,,
Port Loko District,Lokomasama Chiefdom,Menika CHP,CHP,,
Port Loko District,Lokomasama Chiefdom,Musaia (Lokomasama) CHP,CHP,,
Port Loko District,Lokomasama Chiefdom,Petifu Junction CHC,CHC,,
Port Loko District,Maconteh Chiefdom,Mabain MCHP,MCHP,,
Port Loko District,Maconteh Chiefdom,Minthomore CHP,CHP,,
Port Loko District,Maforki Chiefdom,Mabonie CHP,CHP,,
Port Loko District,Maforki Chiefdom,Mafoimara CHP,CHP,,
Port Loko District,Maforki Chiefdom,Maforay (Maforki) MCHP,MCHP,,
Port Loko District,Maforki Chiefdom,Magbengbenra MCHP,MCHP,,
Port Loko District,Maforki Chiefdom,Makaba MCHP,MCHP,,
Port Loko District,Maforki Chiefdom,Mapawn MCHP,MCHP,,
Port Loko District,Maforki Chiefdom,Maronko MCHP,MCHP,,
Port Loko District,Maforki Chiefdom,New Maforki CHP,CHP,,
Port Loko District,Maforki Chiefdom,Petifu (Maforki) MCHP,MCHP,,
Port Loko District,Maforki Chiefdom,Rogbere Junction CHC,CHC,,
Port Loko District,Makama Chiefdom,Kambia Makama CHP,CHP,,
Port Loko District,Makama Chiefdom,Malekuray CHC,CHC,,
Port Loko District,Marampa Chiefdom,Lunsar CHC,CHC,,
Port Loko District,Marampa Chiefdom,Magbele MCHP,MCHP,,
Port Loko District,Marampa Chiefdom,Magbill CHP,CHP,,
Port Loko District,Marampa Chiefdom,Makabo MCHP,MCHP,,
Port Loko District,Marampa Chiefdom,Mamusa MCHP,MCHP,,
Port Loko District,Marampa Chiefdom,Mange Acre CHC,CHC,,
Port Loko District,Marampa Chiefdom,Rolembray MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Katick CHP,CHP,,
Port Loko District,Masimera Chiefdom,Konta Line CHC,CHC,,
Port Loko District,Masimera Chiefdom,Mamaligie MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Masimera CHC,CHC,,
Port Loko District,Masimera Chiefdom,Mathineh CHP,CHP,,
Port Loko District,Masimera Chiefdom,Mayola Lal Ratun MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Mayombo MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Nonkoba CHP,CHP,,
Port Loko District,Masimera Chiefdom,Rokassa CHC,CHC,,
Port Loko District,Masimera Chiefdom,Rokel (Masimera) MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Rotheren MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Rothuma MCHP,MCHP,,
Port Loko District,Masimera Chiefdom,Royeiben CHP,CHP,,
Port Loko District,Port Loko City,Port Loko Under Fives CHP,CHP,,
Port Loko District,Tainkatopa Chiefdom,Asheea MCHP,MCHP,,
Port Loko District,Tainkatopa Chiefdom,Robaka MCHP,MCHP,,
Port Loko District,Tainkatopa Chiefdom,Rogbaneh MCHP,MCHP,,
Pujehun District,Barri Chiefdom,Bandasuma (Barri) CHC,CHC,,
Pujehun District,Barri Chiefdom,Jeoma Barri MCHP,MCHP,,
Pujehun District,Barri Chiefdom,Konia (Barri) MCHP,MCHP,,
Pujehun District,Barri Chiefdom,Kundorwahun CHP,CHP,,
Pujehun District,Barri Chiefdom,Njaluahun (Barri) CHP,CHP,,
Pujehun District,Barri Chiefdom,Potoru CHC,CHC,,
Pujehun District,Barri Chiefdom,Saahun (Barri) MCHP,MCHP,,
Pujehun District,Barri Chiefdom,Tambeiyama MCHP,MCHP,,
Pujehun District,Barri Chiefdom,Taninahun (Barri) MCHP,MCHP,,
Pujehun District,Barri Chiefdom,Vaama (Barri) CHP,CHP,,
Pujehun District,Barri Chiefdom,Waiima (Barri) MCHP,MCHP,,
Pujehun District,Galliness Chiefdom,Bandama (Galliness) MCHP,MCHP,,
Pujehun District,Galliness Chiefdom,Blama Massaquoi CHC,CHC,,
Pujehun District,Galliness Chiefdom,Fonikoh MCHP,MCHP,,
Pujehun District,Galliness Chiefdom,Funyehun CHP,CHP,,
Pujehun District,Galliness Chiefdom,Kpetema (Galliness) MCHP,MCHP,,
Pujehun District,Galliness Chiefdom,Kpowubu MCHP,MCHP,,
Pujehun District,Galliness Chiefdom,Makorma CHP,CHP,,
Pujehun District,Kabonde Chiefdom,Pehala CHC,CHC,,
Pujehun District,Kpaka Chiefdom,Liya MCHP,MCHP,,
Pujehun District,Kpaka Chiefdom,Massam CHC,CHC,,
Pujehun District,Kpaka Chiefdom,Saahun (Kpaka) MCHP,MCHP,,
Pujehun District,Kpaka Chiefdom,Semabu (Kpaka) MCHP,MCHP,,
Pujehun District,Kpaka Chiefdom,Sumbuya Bessima CHP,CHP,,
Pujehun District,Kpanga Chiefdom,Basalleh MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Blama Puilla MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Bomu Samba MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Dandabu CHP,CHP,,
Pujehun District,Kpanga Chiefdom,Gbondapi CHC,CHC,,
Pujehun District,Kpanga Chiefdom,Gibina MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Mandeima MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Pujehun Static CHC,CHC,,
Pujehun District,Kpanga Chiefdom,Salima Samba MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Sawula MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Sorbeh Grima MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Taninahun Makemuma MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Tongay MCHP,MCHP,,
Pujehun District,Kpanga Chiefdom,Vawahun Kayimba MCHP,MCHP,,
Pujehun District,Kpanga Krim Chiefdom,Bayama MCHP,MCHP,,
Pujehun District,Kpanga Krim Chiefdom,Borborbu MCHP,MCHP,,
Pujehun District,Kpanga Krim Chiefdom,Gobaru CHC,CHC,,
Pujehun District,Kpanga Krim Chiefdom,Vaama (Kpanga Krim) MCHP,MCHP,,
Pujehun District,Makpele Chiefdom,Dumagbe MCHP,MCHP,,
Pujehun District,Makpele Chiefdom,Gbaa (Makpele) CHP,CHP,,
Pujehun District,Makpele Chiefdom,Gbahama (Makpele) MCHP,MCHP,,
Pujehun District,Makpele Chiefdom,Gissiwolo MCHP,MCHP,,
Pujehun District,Makpele Chiefdom,Gofor CHP,CHP,,
Pujehun District,Makpele Chiefdom,Ndombu MCHP,MCHP,,
Pujehun District,Makpele Chiefdom,Pewa MCHP,MCHP,,
Pujehun District,Makpele Chiefdom,Zimmi CHC,CHC,,
Pujehun District,Malen Chiefdom,Bendu (Malen) MCHP,MCHP,,
Pujehun District,Malen Chiefdom,Hongai CHP,CHP,,
Pujehun District,Malen Chiefdom,Jao (Malen) MCHP,MCHP,,
Pujehun District,Malen Chiefdom,Ngandorhun MCHP,MCHP,,
Pujehun District,Malen Chiefdom,Nianyahun MCHP,MCHP,,
Pujehun District,Malen Chiefdom,Nyandehun (Malen) MCHP,MCHP,,
Pujehun District,Malen Chiefdom,Sahn (Malen) CHC,CHC,,
Pujehun District,Malen Chiefdom,Sengema (Malen) CHP,CHP,,
Pujehun District,Malen Chiefdom,Taninahun (Malen) CHP,CHP,,
Pujehun District,Mano Sakrim Chiefdom,Bengani MCHP,MCHP,,
Pujehun District,Mano Sakrim Chiefdom,Gombu MCHP,MCHP,,
Pujehun District,Mano Sakrim Chiefdom,Kassay MCHP,MCHP,,
Pujehun District,Mano Sakrim Chiefdom,Mano Gbongema CHC,CHC,,
Pujehun District,Mano Sakrim Chiefdom,Mende MSK MCHP,MCHP,,
